Active_SMILES,Decoy_SMILES,Tanimoto_Similarity
C=C(C)c1csc(NC(=O)C(CC2CCOCC2)c2ccc(S(=O)(=O)C3CC3)cc2)n1,CN(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,0.2222222222222222
CC(=C)c1csc(NC(=O)C(CC2CCOCC2)c2ccc(cc2)S(=O)(=O)C2CC2)n1,CC1=CC=C(C=C1)NC(=O)CC2=CSC(=N2)NC(=O)CN(C(C)C)C(=O)C3CCCCC3,0.25274725274725274
CC(=C)c1csc(NC(=O)C(CC2CCOCC2)c2ccc(cc2)S(=O)(=O)C2CC2)n1,CCOC1=CC=C(C=C1)[C@H](C)NCC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)Br,0.23333333333333328
CC(=C)c1csc(NC(=O)C(CC2CCOCC2)c2ccc(cc2)S(=O)(=O)C2CC2)n1,CN(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,0.2222222222222222
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccc3ncccc23)n1,CCCCCS(=O)(=O)NC1=CC(=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42)OC.CS(=O)(=O)O,0.22330097087378642
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccc3ncccc23)n1,COC1=CC=CC(=C1)NC(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4C5=CC=CC=C5OC6=CC=CC=C46,0.2075471698113207
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccc3ncccc23)n1,CCOC(=O)C1CCN(CC1)C(=O)C2=CSC(=N2)CN(CC3=CC(=CC=C3)C(F)(F)F)CC4=CC=CC=C4F,0.19999999999999996
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2ccccc2)n1,C1CCN(C1)C(=O)C2=C(C=CC(=C2)NC(=O)COC3=CC=CC=C3)N4CCC(CC4)CC5=CC=CC=C5,0.21999999999999997
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2ccccc2)n1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)N5CCC(CC5)C,0.21698113207547165
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2ccccc2)n1,COC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC(CC3)CC4=CC=CC=C4)C(=O)N5CCCC5,0.21359223300970875
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2)n1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)NCC5=CN=CC=C5,0.23008849557522126
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2)n1,C1CN(CC2=CC=CC=C21)C3=C(C=C(C=C3)NC(=O)COC4=CC=CC=C4)C(=O)NCC5=CN=CC=C5,0.21818181818181814
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2)n1,C1CCN(C1)C(=O)C2=C(C=CC(=C2)NC(=O)COC3=CC=CC=C3)N4CCC(CC4)CC5=CC=CC=C5,0.19999999999999996
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2C)n1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)N5CCC(CC5)C,0.2222222222222222
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2C)n1,CC1=CC=CC=C1C(=O)N(CC(=O)NC2=NC(=CS2)CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C5CC5,0.21818181818181814
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cccnc2C)n1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)NCC5=CN=CC=C5,0.21052631578947367
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cnn(C)c2)n1,CC(C1=CC=CC=C1)(C(=O)O)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,0.2068965517241379
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cnn(C)c2)n1,CC1=CC=CC=C1C(=O)N(CC(=O)NC2=NC(=CS2)CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C5CC5,0.20353982300884954
CC(=O)N1CCC(CC1)c1nsc(Nc2ncc(Sc3ccccn3)cc2Oc2cnn(C)c2)n1,CC1=CC=CC=C1N2C(=C(C=N2)C(=O)N3CCC4=CC=CC=C4C3)NC(=O)C5=CC(=C(C=C5)OC)OC,0.2018348623853211
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccc4ncccc34)n2)CC1,CCCCCS(=O)(=O)NC1=CC(=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42)OC.CS(=O)(=O)O,0.22330097087378642
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccc4ncccc34)n2)CC1,COC1=CC=CC(=C1)NC(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C4C5=CC=CC=C5OC6=CC=CC=C46,0.2075471698113207
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccc4ncccc34)n2)CC1,CCOC(=O)C1CCN(CC1)C(=O)C2=CSC(=N2)CN(CC3=CC(=CC=C3)C(F)(F)F)CC4=CC=CC=C4F,0.19999999999999996
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,C1CCN(C1)C(=O)C2=C(C=CC(=C2)NC(=O)COC3=CC=CC=C3)N4CCC(CC4)CC5=CC=CC=C5,0.21999999999999997
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)N5CCC(CC5)C,0.21698113207547165
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,COC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC(CC3)CC4=CC=CC=C4)C(=O)N5CCCC5,0.21359223300970875
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3)n2)CC1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)NCC5=CN=CC=C5,0.23008849557522126
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3)n2)CC1,C1CN(CC2=CC=CC=C21)C3=C(C=C(C=C3)NC(=O)COC4=CC=CC=C4)C(=O)NCC5=CN=CC=C5,0.21818181818181814
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3)n2)CC1,C1CCN(C1)C(=O)C2=C(C=CC(=C2)NC(=O)COC3=CC=CC=C3)N4CCC(CC4)CC5=CC=CC=C5,0.19999999999999996
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3C)n2)CC1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)N5CCC(CC5)C,0.2222222222222222
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3C)n2)CC1,CC1=CC=CC=C1C(=O)N(CC(=O)NC2=NC(=CS2)CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C5CC5,0.21818181818181814
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3C)n2)CC1,CCOC1=CC=CC=C1NC(=O)NC2=CC(=C(C=C2)N3CCC4=CC=CC=C4C3)C(=O)NCC5=CN=CC=C5,0.21052631578947367
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cnn(C)c3)n2)CC1,CC(C1=CC=CC=C1)(C(=O)O)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,0.2068965517241379
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cnn(C)c3)n2)CC1,CC1=CC=CC=C1C(=O)N(CC(=O)NC2=NC(=CS2)CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C5CC5,0.20353982300884954
CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cnn(C)c3)n2)CC1,CC1=CC=CC=C1N2C(=C(C=N2)C(=O)N3CCC4=CC=CC=C4C3)NC(=O)C5=CC(=C(C=C5)OC)OC,0.2018348623853211
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccc(CCC(=O)O)cn3)cc2cc1Oc1ccc(C(=O)N2CCC2)nc1,CC1CCN(CC1)C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=C(C=C3)OC)N4CCN(CC4)C5=CC=CC=C5OC,0.22522522522522526
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccc(CCC(=O)O)cn3)cc2cc1Oc1ccc(C(=O)N2CCC2)nc1,COC(=O)[C@H](CC1=CNC2=C1C=C(C=C2)OCC(=O)O)NC(=O)C3=CC4=C(C=C3)N(C(=N4)C5=COC=C5)C6CCCC6,0.20610687022900764
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccc(CCC(=O)O)cn3)cc2cc1Oc1ccc(C(=O)N2CCC2)nc1,CCC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C4CCCC4)N(CC5=CC=C(C=C5)OC)CC6=CN=CC=C6,0.2032520325203252
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccccn3)nc2cc1Oc1cccc(F)c1,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)OC5=CC=CC=N5,0.2666666666666667
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccccn3)nc2cc1Oc1cccc(F)c1,C1CS[C@H](N1C(=O)C2=CC=C(C=C2)Cl)C3=CC(=CC=C3)OC4=CC=CC=C4,0.2471910112359551
CC(=O)N1CCCC1c1cc2[nH]c(-c3ccccn3)nc2cc1Oc1cccc(F)c1,CC1=C([C@H](C2=C(N1)CCCC2=O)C3=CC(=CC=C3)F)C(=O)NC4=CC=CC=C4OC,0.22999999999999998
CC(=O)N1CCCC1c1cc2[nH]c(cc2cc1Oc1ccc(nc1)C(=O)N1CCC1)-c1ccc(CCC(O)=O)cn1,CC1CCN(CC1)C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=C(C=C3)OC)N4CCN(CC4)C5=CC=CC=C5OC,0.22522522522522526
CC(=O)N1CCCC1c1cc2[nH]c(cc2cc1Oc1ccc(nc1)C(=O)N1CCC1)-c1ccc(CCC(O)=O)cn1,COC(=O)[C@H](CC1=CNC2=C1C=C(C=C2)OCC(=O)O)NC(=O)C3=CC4=C(C=C3)N(C(=N4)C5=COC=C5)C6CCCC6,0.20610687022900764
CC(=O)N1CCCC1c1cc2[nH]c(cc2cc1Oc1ccc(nc1)C(=O)N1CCC1)-c1ccc(CCC(O)=O)cn1,CCC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C4CCCC4)N(CC5=CC=C(C=C5)OC)CC6=CN=CC=C6,0.2032520325203252
CC(=O)N1CCCC1c1cc2nc([nH]c2cc1Oc1cccc(F)c1)-c1ccccn1,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)OC5=CC=CC=N5,0.2666666666666667
CC(=O)N1CCCC1c1cc2nc([nH]c2cc1Oc1cccc(F)c1)-c1ccccn1,C1CS[C@H](N1C(=O)C2=CC=C(C=C2)Cl)C3=CC(=CC=C3)OC4=CC=CC=C4,0.2471910112359551
CC(=O)N1CCCC1c1cc2nc([nH]c2cc1Oc1cccc(F)c1)-c1ccccn1,CC1=C([C@H](C2=C(N1)CCCC2=O)C3=CC(=CC=C3)F)C(=O)NC4=CC=CC=C4OC,0.22999999999999998
CC(=O)c1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1Cl,C1=CC=C(C=C1)CN(C2=CC=CC=N2)C(=O)C3=C(C=C(C=C3)Cl)Cl,0.2702702702702703
CC(=O)c1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1Cl,COC1=C(C=C(C=C1)[C@H](CC2=CC=NC=C2)C3=CC=CC=C3)OC4CCCC4,0.25316455696202533
CC(=O)c1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1Cl,C1CCC(CC1)CC2CCC(CC2)NC(=O)NC3=CC(=CC=C3)Cl,0.25
CC(=O)c1ccc(cc1Cl)C(CC1CCCC1)c1cc2cccnc2[nH]1,C1=CC=C(C=C1)CN(C2=CC=CC=N2)C(=O)C3=C(C=C(C=C3)Cl)Cl,0.2702702702702703
CC(=O)c1ccc(cc1Cl)C(CC1CCCC1)c1cc2cccnc2[nH]1,COC1=C(C=C(C=C1)[C@H](CC2=CC=NC=C2)C3=CC=CC=C3)OC4CCCC4,0.25316455696202533
CC(=O)c1ccc(cc1Cl)C(CC1CCCC1)c1cc2cccnc2[nH]1,C1CCC(CC1)CC2CCC(CC2)NC(=O)NC3=CC(=CC=C3)Cl,0.25
CC(C)(C(=O)O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,COC1=CC=C(C=C1)S(=O)(=O)N(CC2CCCC2)C[C@H](CN(CCC3=CC=CC=C3)C(=O)OCC4=CC=CC=N4)O,0.1964285714285714
CC(C)(C(=O)O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)OC)C3CCCCC3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.19047619047619047
CC(C)(C(=O)O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,CC(C)(C)C1=NN(C(=C1)NC(=O)CN(CCC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC)C4=CC=CC=C4Cl,0.18018018018018023
CC(C)(C(O)=O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(cc3)S(=O)(=O)C3CC3)s2)cc1,COC1=CC=C(C=C1)S(=O)(=O)N(CC2CCCC2)C[C@H](CN(CCC3=CC=CC=C3)C(=O)OCC4=CC=CC=N4)O,0.1964285714285714
CC(C)(C(O)=O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(cc3)S(=O)(=O)C3CC3)s2)cc1,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)OC)C3CCCCC3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.19047619047619047
CC(C)(C(O)=O)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(cc3)S(=O)(=O)C3CC3)s2)cc1,CC(C)(C)C1=NN(C(=C1)NC(=O)CN(CCC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC)C4=CC=CC=C4Cl,0.18018018018018023
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3CCC3)C4CCN(CC4)C[C@H]5CN(C[C@@H]5C6=CC(=CC=C6)F)[C@@H](C(=O)O)C(C)(C)C,0.21138211382113825
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,C1CC(=O)N(C1=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)N6C(=O)CCC6=O,0.20238095238095233
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,CN(C)CCCNC(=O)COC1=CC=C(C=C1)C2=NC3=C(N2C4CCCCC4)C=CC(=C3)C(=O)NCC5=CC(=C(C=C5)OC)OC,0.17322834645669294
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3CCC3)C4CCN(CC4)C[C@H]5CN(C[C@@H]5C6=CC(=CC=C6)F)[C@@H](C(=O)O)C(C)(C)C,0.20967741935483875
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,CN(C)CCCNC(=O)COC1=CC=C(C=C1)C2=NC3=C(N2C4CCCCC4)C=CC(=C3)C(=O)NCC5=CC(=C(C=C5)OC)OC,0.18110236220472442
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(OC4CCCCC4)cc(Oc4ccc(cc4)S(C)(=O)=O)c3)sc2C1,CC(CCN1CCC(CC1)N(CC=C)C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])(CCS(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,0.16935483870967738
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCC4)c3)sc2C1,CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3CCC3)C4CCN(CC4)C[C@H]5CN(C[C@@H]5C6=CC(=CC=C6)F)[C@@H](C(=O)O)C(C)(C)C,0.21138211382113825
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCC4)c3)sc2C1,C1CC(=O)N(C1=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)N6C(=O)CCC6=O,0.20238095238095233
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCC4)c3)sc2C1,CN(C)CCCNC(=O)COC1=CC=C(C=C1)C2=NC3=C(N2C4CCCCC4)C=CC(=C3)C(=O)NCC5=CC(=C(C=C5)OC)OC,0.17322834645669294
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCCC4)c3)sc2C1,CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3CCC3)C4CCN(CC4)C[C@H]5CN(C[C@@H]5C6=CC(=CC=C6)F)[C@@H](C(=O)O)C(C)(C)C,0.20967741935483875
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCCC4)c3)sc2C1,CN(C)CCCNC(=O)COC1=CC=C(C=C1)C2=NC3=C(N2C4CCCCC4)C=CC(=C3)C(=O)NCC5=CC(=C(C=C5)OC)OC,0.18110236220472442
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cc(Oc4ccc(S(C)(=O)=O)cc4)cc(OC4CCCCC4)c3)sc2C1,CC(CCN1CCC(CC1)N(CC=C)C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])(CCS(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,0.16935483870967738
CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)NC2=NC(=O)CS2)c1,CCOC1=C(C=CC(=C1)C2N(C(=O)CS2)NC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)OC)O,0.27083333333333337
CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)NC2=NC(=O)CS2)c1,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC(=C3)COC4=CC=C(C=C4)Br,0.25
CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)NC2=NC(=O)CS2)c1,C[C@@H]1CCCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)I,0.23333333333333328
CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,CC1=CC(=NN1CC(=O)NC2=CC(=CC(=C2)OC3=CC=CC=C3)OCC(C(F)F)(F)F)[N+](=O)[O-],0.26530612244897955
CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC(=C3)COC4=CC=C(C=C4)Br,0.2637362637362637
