SMILES,Source
COc1ccc(-c2cc(-c3ccccc3)nc3sc(C(=O)NC[C@@H]4CCCO4)c(N)c23)cc1,Preprocessed
COc1cc(C2SC(=Cc3ccccc3)C(=O)N2c2ccccn2)cc(OC)c1OC,Preprocessed
Cc1ccc(NC(=O)Cc2csc(NC(=O)CN(C(=O)C3CCCCC3)C(C)C)n2)cc1,Preprocessed
CCOc1ccc([C@H](C)NCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)cc1,Preprocessed
CN(Cc1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1,Preprocessed
CCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)c(OC)c1,Preprocessed
COc1cccc(NC(=O)Nc2ccc(N3CCN(C(=O)C4c5ccccc5Oc5ccccc54)CC3)cc2)c1,Preprocessed
CCOC(=O)C1CCN(C(=O)c2csc(CN(Cc3cccc(C(F)(F)F)c3)Cc3ccccc3F)n2)CC1,Preprocessed
O=C(COc1ccccc1)Nc1ccc(N2CCC(Cc3ccccc3)CC2)c(C(=O)N2CCCC2)c1,Preprocessed
CCOc1ccccc1NC(=O)Nc1ccc(N2CCc3ccccc3C2)c(C(=O)N2CCC(C)CC2)c1,Preprocessed
COc1ccccc1NC(=O)Nc1ccc(N2CCC(Cc3ccccc3)CC2)c(C(=O)N2CCCC2)c1,Preprocessed
CCOc1ccccc1NC(=O)Nc1ccc(N2CCc3ccccc3C2)c(C(=O)NCc2cccnc2)c1,Preprocessed
O=C(COc1ccccc1)Nc1ccc(N2CCc3ccccc3C2)c(C(=O)NCc2cccnc2)c1,Preprocessed
Cc1ccccc1C(=O)N(CC(=O)Nc1nc(CC(=O)N2CCC(Cc3ccccc3)CC2)cs1)C1CC1,Preprocessed
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.CC(O)(C(=O)O)c1ccccc1,Preprocessed
COc1ccc(C(=O)Nc2c(C(=O)N3CCc4ccccc4C3)cnn2-c2ccccc2C)cc1OC,Preprocessed
COc1ccc(CC(=O)Nc2ccc(N3CCN(c4ccccc4OC)CC3)c(C(=O)N3CCC(C)CC3)c2)cc1,Preprocessed
COC(=O)[C@H](Cc1c[nH]c2ccc(OCC(=O)O)cc12)NC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCC1,Preprocessed
CCc1ccc2[nH]c(=O)c([C@H](c3nnnn3C3CCCC3)N(Cc3ccc(OC)cc3)Cc3cccnc3)cc2c1,Preprocessed
CN1CCN(C2Cc3ccccc3Sc3ccc(Oc4ccccn4)cc32)CC1,Preprocessed
O=C(c1ccc(Cl)cc1)N1CCS[C@H]1c1cccc(Oc2ccccc2)c1,Preprocessed
COc1ccccc1NC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@@H]1c1cccc(F)c1,Preprocessed
O=C(c1ccc(Cl)cc1Cl)N(Cc1ccccc1)c1ccccn1,Preprocessed
O=C(Nc1cccc(Cl)c1)NC1CCC(CC2CCCCC2)CC1,Preprocessed
COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)OCc2ccccn2)cc1,Preprocessed
CCN(CC)CCOc1ccc(C(Cc2ccc(OC)cc2)C2CCCCC2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Preprocessed
COc1ccc(S(=O)(=O)N(CCc2ccccc2)CC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2Cl)cc1,Preprocessed
CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,Preprocessed
O=C1CCC(=O)N1c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)CCC5=O)cc4)cc3)cc2)cc1,Preprocessed
COc1ccc(CNC(=O)c2ccc3c(c2)nc(-c2ccc(OCC(=O)NCCCN(C)C)cc2)n3C2CCCCC2)cc1OC,Preprocessed
C=CCN(C(=O)OCc1ccc(N([O])=O)cc1)C1CCN(CCC(C)(CCS(=O)(=O)c2ccccc2)c2ccccc2)CC1,Preprocessed
CCOc1cc(C2SCC(=O)N2NC(=O)c2ccc(NC(=O)c3ccc(OC)cc3)cc2)ccc1O,Preprocessed
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cccc(COc2ccc(Br)cc2)c1,Preprocessed
C[C@@H]1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2cccc(I)c2)cc1,Preprocessed
Cc1cc(N([O])=O)nn1CC(=O)Nc1cc(OCC(F)(F)C(F)F)cc(Oc2ccccc2)c1,Preprocessed
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)cc1I,Preprocessed
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)[C@@H]3[C@H](C=C(Cl)Cl)C3(C)C)cc2)n1,Preprocessed
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3cc(C)c(Cl)c(C)c3)cc2)nc(C)n1,Preprocessed
COc1ccc(C(=O)Nc2cc(C)c(O)c(S(=O)(=O)c3ccc(Cl)cc3)c2C(C)C)cc1,Preprocessed
COc1cc(S(=O)(=O)Nc2ccc(-c3csc(N=Cc4cccc(Oc5ccccc5)c4)n3)cc2)ccc1Cl,Preprocessed
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3C)cc2)cc1COc1ccccc1Br,Preprocessed
CCOC(=O)c1sc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1NS(=O)(=O)c1ccc(N([O])=O)cc1,Preprocessed
Cc1ccc(C(=O)CC(=O)Nc2cc(N([O])=O)ccc2OCCOc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,Preprocessed
COc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4cnc5ccccc5n4)cc3)c3ccccc3n2)cc1,Preprocessed
[O]N(=O)c1cc(C(F)(F)F)ccc1Oc1cccc(C(=O)Nc2ccccc2OC(F)(F)C(F)F)c1,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc(N3CCC(C)CC3)c(C(=O)NCc3ccccc3)c2)c1,Preprocessed
O=S(=O)(Nc1nccs1)c1ccc(N=Cc2cn(Cc3ccccc3)c3ccccc23)cc1,Preprocessed
COc1ccccc1OCC(=O)Nc1nc(-c2cccs2)c(NC(=O)c2ccccc2)s1,Preprocessed
Cc1ccc(N(Cc2ccc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)cc2)S(C)(=O)=O)cc1C,Preprocessed
COc1cccc(C(=O)Nc2cccc(OC(=O)c3ccc(Br)c(S(=O)(=O)N4CCCCC4)c3)c2)c1,Preprocessed
Cc1ccc(N(CC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)S(=O)(=O)c2ccc(F)cc2)cc1,Preprocessed
CC(=O)Nc1ccc(S(=O)(=O)N2CCCN(c3nc(C)nc(C)c3Cc3ccc(Cl)cc3)CC2)cc1,Preprocessed
O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,Preprocessed
CCN(CC)C(=O)c1cc(NC(=O)c2cc(OC)cc(OC)c2)ccc1N1CCN(c2ccccc2OC)CC1,Preprocessed
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,Preprocessed
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3nc(C)nc(C)c3Cc3ccc(Cl)cc3)CC2)cc1,Preprocessed
COc1ccc(C(O)=C2C(=O)C(=O)N(CCN3CCOCC3)[C@H]2c2cccc(Oc3ccccc3)c2)cc1F,Preprocessed
O=C(CC(=O)N(Cc1ccc2ccccc2c1)c1ccc(S(=O)(=O)N2CCCC2)cc1)c1ncccn1,Preprocessed
Cc1ccc(C(=O)Nc2cccc(OC(=O)c3cc(S(=O)(=O)N4CCCCC4)ccc3Cl)c2)cc1,Preprocessed
O=C(O)C(=O)CC(=O)C1(Cc2ccc(Cl)cc2)CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,Preprocessed
CC(C)CN(CC(=O)Nc1nc(CC(=O)NC2CCCCC2)cs1)C(=O)c1ccc(Cl)c(Cl)c1,Preprocessed
CCOC(=O)N1CCc2c(sc(NC(=O)c3ccccc3)c2C(=O)Nc2cc(Cl)ccc2OC)C1,Preprocessed
CCOc1cc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc(OCC)c1OCC,Preprocessed
Cc1[nH]n(-c2cccc(Cl)c2)c(=O)c1C=Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Preprocessed
O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)Nc1ccc(Oc2ccccc2)cc1,Preprocessed
O=C(CC(=O)Nc1nccs1)NN=Cc1ccc(N(CCCl)CCCl)cc1,Preprocessed
Cc1occc1-c1nnc(SCC(=O)Nc2nccs2)n1CCc1ccccc1,Preprocessed
Cc1nc(NC(=O)c2cccc(OCC(C)C)c2)ccc1Br,Preprocessed
CCOc1cc(OCC)cc(C(=O)Nc2ccc(Br)c(C)n2)c1,Preprocessed
COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC)cc3)n2)cc1,Preprocessed
CC(C)C[C@@H](C(=O)Nc1nc2ccccc2s1)N1C(=O)c2ccccc2C1=O,Preprocessed
Cc1ccc(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C)cc2)cc1,Preprocessed
Cc1ccc(S(=O)(=O)N[C@H](c2ccccc2)[C@H](C)C(=O)n2nc(C)cc2C)cc1,Preprocessed
CC(C)CN(CC(=O)Nc1nc(CC(=O)Nc2ccccc2F)cs1)C(=O)c1ccco1,Preprocessed
CCCN(CC(=O)Nc1nc(CC(=O)NC(C)C)cs1)C(=O)c1ccc(Cl)cc1,Preprocessed
CC(C)NCC(O)c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1F,Preprocessed
COc1ccc2nc(NC(=O)c3ccc(COc4ccccc4OC)cc3)sc2c1,Preprocessed
c1ccc(CNC(Cc2ccccc2)c2ccc(OCc3ccccc3)cc2)cc1,Preprocessed
COc1cc(NCCCC(C)Nc2ccnc3cc4ccccc4cc23)c2ncccc2c1,Preprocessed
Cc1ccc(NC(=O)Cc2csc(NC(=O)CN(CC(C)C)C(=O)c3ccc(Cl)c(Cl)c3)n2)cc1,Preprocessed
CC(C)CN(CC(=O)Nc1nc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cs1)C(=O)C1CCCCC1,Preprocessed
COC(=O)CN1C(=O)[C@]2(C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c2ccccc21,Preprocessed
COC(=O)CN1C(=O)[C@@]2(C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c2ccccc21,Preprocessed
COC(=O)Cc1[nH]nc2c1C1(C(=O)N(Cc3ccc(Cl)cc3)c3ccccc31)C(C#N)=C(N)O2,Preprocessed
COc1ccc(CCNC(=O)c2cc(-c3ccc(N([O])=O)cc3)nn2-c2ccccc2Cl)cc1OC,Preprocessed
COc1ccccc1N1CCN(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2C(=O)NC(C)C)CC1,Preprocessed
O=C(COc1ccc(Cl)cc1)N1CCN(C(=O)COc2ccc(Cl)cc2)c2ccccc21,Preprocessed
COc1ccc(N2CCN(C(=O)CSc3ncnc4c3cnn4-c3ccc(OC)cc3)CC2)cc1,Preprocessed
COc1ccccc1N1CCN(c2ccc(NC(=O)c3ccc(F)cc3)cc2C(=O)NC(C)C)CC1,Preprocessed
CC(C)CNS(=O)(=O)c1ccc(OCC(=O)Nc2cccc3ccccc23)c(Cl)c1,Preprocessed
CC(=O)Nc1c(C(=O)N2CCN(Cc3ccccc3)CC2)cnn1-c1ccccc1Cl,Preprocessed
CC(C)Nc1cccnc1N1CCN(C(=O)c2ccc(C(=O)Nc3ccccn3)cn2)CC1,Preprocessed
CS(=O)(=O)N(Cc1ccccc1Cl)c1ccc(C(=O)NCc2ccccn2)cc1,Preprocessed
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)[C@H](C)Oc3ccc(Cl)cc3Cl)cc2)n1,Preprocessed
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1.COC(=O)Nc1nc2ccccc2[nH]1,Preprocessed
C[C@@H](n1cnc2c(Cl)cc(Cl)cc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Preprocessed
CN(C)C(=O)c1cccc(N(Cc2ccc(F)c(Cl)c2)C(=O)CC(=O)c2ncccn2)c1,Preprocessed
COCCNC(=O)CN(C(=O)CCC(=O)Nc1ccccn1)c1ccc(F)c(Cl)c1,Preprocessed
COc1ccc(C2CC(=O)c3cnc(NC(=O)c4cc(OC)cc(OC)c4)nc3C2)cc1,Preprocessed
CC(C)NC(=O)c1cc(NC(=O)c2ccc(Cl)cc2)ccc1N1CCc2ccccc2C1,Preprocessed
CC(C)Oc1ccc(C(=O)Nc2sc3c(c2C(=O)NCc2cccnc2)CCCC3)cc1,Preprocessed
CCOc1cc(C(=O)Nc2nnc(C3CCCCC3)s2)cc(OCC)c1OCC,Preprocessed
CC1CCN(c2ccc(NC(=O)CCC3CCCC3)cc2C(=O)NC(C)C)CC1,Preprocessed
CC[C@@H](C)NC(=O)c1cc(NC(=O)c2cccc(OC)c2)ccc1N1CCCC1,Preprocessed
O=C(Nc1ccn(Cc2ccccc2)n1)c1cccc(COc2ccc(Cl)cc2)c1,Preprocessed
CCOc1ccc(NC(=O)c2ccc(N(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,Preprocessed
CCOc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc(OCC)cc2)cc1,Preprocessed
COc1cc(C(=O)Nc2nnc(COc3ccc(Cl)cc3)s2)cc(OC)c1OC,Preprocessed
CCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(OCC)cc3)c2)cc1,Preprocessed
O=C(Cc1ccccc1)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O,Preprocessed
COc1cc(C(=O)Nc2ccccc2F)ccc1OCc1ccc(Cl)cc1,Preprocessed
Cc1ccc(C(=O)Nc2ccc(-c3nnc(SCc4ccccc4F)n3C)cc2)cc1,Preprocessed
Cc1cccc(NC(=O)c2ccc(Cl)c(NC(=O)[C@H](C)Oc3ccccc3)c2)c1C,Preprocessed
COc1ccc(C(=O)Nc2ccc(-n3nc(OC(C)C)nc3-c3ccccc3C)cc2)cc1,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc(N3CCC(C)CC3)c(C(=O)N3CCCC3)c2)c1,Preprocessed
O=C(Nc1ccc(N2CCCC2)c(C(=O)N2CCCCC2)c1)c1ccc(Cl)cc1,Preprocessed
COc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccccc4C)CC3)cc2)cc1,Preprocessed
Cc1ccc(Oc2ccc(-c3cc(=O)c4cc(S(=O)(=O)F)ccc4[nH]3)cc2)cc1,Preprocessed
CCOc1ccc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)cc1,Preprocessed
CS(=O)(=O)N(CC(=O)NCc1ccccc1)c1ccc(Oc2ccccc2)cc1,Preprocessed
O=S(=O)(c1ccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1)N1CCCCC1,Preprocessed
CCOc1ccc(N([C@H](C)C(=O)Nc2ccc(Br)c(C)c2)S(C)(=O)=O)cc1,Preprocessed
Cc1ccc(O[C@H](C)C(=O)Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)cc1,Preprocessed
COc1ccc(OCC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)cc1,Preprocessed
CS(=O)(=O)c1ccc2nc(NC(=O)COc3ccccc3Cl)sc2c1,Preprocessed
COc1cc2c(cc1NC(=O)c1ccccc1)c1c(n2S(=O)(=O)c2ccccc2)CCN(S(=O)(=O)c2ccccc2)C1,Preprocessed
CCOc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cccc(N([O])=O)c3)cc2)cc1,Preprocessed
Cc1ccc(S(=O)(=O)N[C@@H](C(=O)Oc2ccc3c(C)cc(=O)oc3c2)C(C)C)cc1,Preprocessed
CCC[C@@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc1ccc2ccc(=O)oc2c1,Preprocessed
Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Oc2cc3oc(=O)cc(C)c3cc2Cl)cc1,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc(-n3nc(OC)nc3-c3ccc(C)cc3)cc2)c1,Preprocessed
Cc1ccc(O[C@@H](C)C(=O)Nc2ccc(NC(=O)[C@@H](C)Oc3ccc(C)cc3)cc2)cc1,Preprocessed
Cc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)Nc3c(C)cc(C)cc3C)cc2)cc1,Preprocessed
COc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)cc(C)c3)cc2)cc(OC)c1OC,Preprocessed
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)Nc3ccc(Br)cc3)c2)cc1,Preprocessed
Cc1ccccc1-c1nc(OC(C)C)nn1-c1ccc(NC(=O)c2cccc(F)c2)cc1,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc3oc(-c4cccc(Br)c4)nc3c2)c1,Preprocessed
Cc1ccc(C(=O)Nc2ccccc2)cc1S(=O)(=O)Nc1ccc(C(=O)O)cc1,Preprocessed
CCOc1ccc(NC(=O)CSc2nc(O)c(CCC(C)C)c(=O)[nH]2)cc1,Preprocessed
CC(C)Oc1ccc(N2C[C@@H](C(=O)Nc3nc4ccccc4s3)CC2=O)cc1,Preprocessed
COC(=O)[C@H](C)Oc1cc(O[C@@H](C)C(=O)OC)c2c(c1)oc(=O)c1ccccc12,Preprocessed
[O]N(=O)c1cccc(C(=O)Nc2ccc(N3CCCC3)c(C(=O)N3CCCC3)c2)c1,Preprocessed
Cc1cc(C(F)F)n2nc(C(=O)N(C)c3ccc(OC(F)(F)F)cc3)nc2n1,Preprocessed
O=C(CSc1n[nH]c(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)n1)Nc1nccs1,Preprocessed
Cc1nnc(NC(=O)C2CCCN(S(=O)(=O)c3ccccc3C(F)(F)F)C2)s1,Preprocessed
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)CN(CC(C)C)C(=O)C2CC2)c(C)c1,Preprocessed
C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,Preprocessed
Cc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c(Br)c1,Preprocessed
COc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,Preprocessed
Cc1cc(Cl)ccc1OCC(=O)NC(=S)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,Preprocessed
Cc1ccc(S(=O)(=O)OCC2C3CCC(C3)C2COS(=O)(=O)c2ccc(C)cc2)cc1,Preprocessed
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)CN(C(=O)COc2ccccc2)C(C)C)cc1,Preprocessed
Cc1ccc(S(=O)(=O)N(CC(=O)NC[C@@H]2CCCO2)C2CCCCC2)cc1,Preprocessed
Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)[C@H]3CCCC[C@H]3C(=O)O)cc2)cc1,Preprocessed
O=S(=O)(c1ccccc1)C(CC1CCCCC1O)S(=O)(=O)c1ccccc1,Preprocessed
C[C@H](Oc1ccccc1)C(=O)Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1,Preprocessed
COc1ccc(C(=O)N(CCCO)C(C)C(=O)NC2CCCCC2)cc1OC,Preprocessed
OC(c1cc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12)C1CCCCN1,Preprocessed
CN1CCC(OC(=O)C(O)(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)CC1,Preprocessed
Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,Preprocessed
Cc1ccc(-n2nc(-c3ccccc3)cc2NC(=O)CNC(=O)C2CCCC2)c(C)c1,Preprocessed
CCOc1ccc([C@@H]2C(C(=O)Nc3ccc(Br)cn3)=C(C)NC3=C2C(=O)CCC3)cc1,Preprocessed
O=C(CCCC(=O)N(CC(=O)NC1CCCCC1)Cc1ccco1)Nc1ccccn1,Preprocessed
Cc1cccc(OCC(=O)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1,Preprocessed
O=C(Nc1ccccc1)c1cc(S(=O)(=O)Nc2ccccn2)ccc1Br,Preprocessed
COc1cc(NC(=O)N(CC(=O)N(Cc2cccn2C)C2CC2)C(C)C)cc(OC)c1,Preprocessed
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(n3cnc4cc(F)ccc43)CC2)cc1,Preprocessed
CCOc1ccc(N(CC(=O)NC2CCCCC2)S(=O)(=O)c2ccc(C)cc2)cc1,Preprocessed
CCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1cccc(C)c1)C(=O)NC1CCCCC1,Preprocessed
CC(C)N(CC(=O)Nc1nc(CC(=O)NC(C)(C)C)cs1)C(=O)c1ccc(F)cc1,Preprocessed
Cc1ccccc1C(=O)N(CC(=O)Nc1nc(CC(=O)N2CCCCC2)cs1)C1CC1,Preprocessed
CCOc1ccccc1C(=O)Nc1nc(-c2ccc(CC(C)C)cc2)cs1,Preprocessed
N#Cc1nc(-c2ccc(OCc3ccccc3Cl)cc2)oc1NCCCn1ccnc1,Preprocessed
CC(C)c1cc(C(N)=O)c(NC(=O)c2cccc(COc3ccccc3Cl)c2)s1,Preprocessed
Cc1ccc(NC(=O)CSc2nnc(-c3cccnc3)n2CCc2ccccc2)cc1Cl,Preprocessed
CC(C)c1nc(CN)n(Cc2ccccc2)c1Sc1cc(Cl)cc(Cl)c1,Preprocessed
Cc1ccc(CN(Cc2ccccc2)C(=O)CN(CCN2CCOCC2)C(=O)Nc2ccc(C(C)C)cc2)s1,Preprocessed
COc1cccc2sc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)nc12,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc(N3CCc4ccccc4C3)c(C(=O)N3CCCC3)c2)c1,Preprocessed
CC(C)N1CCN(C(=O)c2ccc(OC(=O)C3CCCc4ccccc43)cc2)CC1,Preprocessed
COc1cccc(OC)c1C(=O)Nc1ccc(N2CCN(C(=O)c3ccc4ccccc4c3)CC2)cc1,Preprocessed
COc1cc(OC)cc(C(=O)Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)c1,Preprocessed
COc1ccc(CN(CC(=O)NCc2ccco2)C(=O)CCC(=O)Nc2nccs2)cc1,Preprocessed
CCS(=O)(=O)O.CN(C)C(=O)c1cccc(COc2ccc(N)cc2Cl)c1,Preprocessed
CCN1c2ncc(C(=O)N(C)c3ccccc3)cc2C(=O)N(C)c2ccc(Cl)nc21,Preprocessed
CCOC(=O)COc1c(Cl)cc(/C=C2/N=C(c3ccco3)OC2=O)cc1OCC,Preprocessed
CCOc1ccc(-n2nc3cc(C)c(NC(=O)c4cc(OC)c(OC)c(OC)c4)cc3n2)cc1,Preprocessed
CCOc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3Br)cc2)cc1,Preprocessed
CCOC(=O)c1c(-c2ccccc2Cl)csc1NC(=O)c1cc(OC)c(OC)c(OC)c1,Preprocessed
CCCCCCCCCCSc1ncnc2c1ncn2CC(=O)OCc1ccccc1,Preprocessed
Cc1cccc(C(=O)N[C@@H](c2nnc(SCC(=O)Nc3ccccc3Cl)n2C)C(C)C)c1,Preprocessed
CCOc1ccc(-n2c(Cc3ccccc3)nnc2SCC(=O)Nc2ccccc2Cl)cc1,Preprocessed
CCOc1cc(C(=O)Nc2cccc(Cl)c2N2CCOCC2)cc(OCC)c1OCC,Preprocessed
CC(=O)Nc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)cc1Cl,Preprocessed
C1COCCOCCOCCOCCOCCO1.Cc1ccc(S(C)(=O)=O)cc1.Cc1ccc(S(C)(=O)=O)cc1,Preprocessed
CCN(CC)c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(N(CC)CC)cc3)n2)cc1,Preprocessed
CCN(CC)C(=O)c1cc(-c2cc(C(=O)N(CC)CC)c3ccccc3n2)nc2ccccc12,Preprocessed
COc1ccccc1N1CCN(C(=O)CSc2ncccc2-c2nc3ccccc3[nH]2)CC1,Preprocessed
O=C1C(Nc2ccc(I)cc2)=C(Cl)C(=O)c2[nH]c(-c3ccccn3)nc21,Preprocessed
CN(C)S(=O)(=O)c1ccc(N(Cc2ccc3ccccc3c2)C(=O)CC(=O)c2ncccn2)cc1,Preprocessed
Cc1ccc(C(=O)N(CC(=O)Nc2nc(CC(=O)NC3CCN(Cc4ccccc4)CC3)cs2)C(C)C)cc1,Preprocessed
CC(C)CN(CC(=O)Nc1nc(CC(=O)NCCN2CCCC2)cs1)C(=O)c1ccc(Cl)cc1Cl,Preprocessed
